Timestamp,Ref,Class,Order,Family,Subfamily,Tribe,Genera,Species,LifeStage,Method,Number_caught
2024/03/27 08:00,L17L08,Diplopoda,Spirostreptida,Spirostreptidae,Spirostreptinae,Spirostreptini,Spirostreptus,cf. heros,Adult,Pitfall,1
2024/03/27 09:48,L15L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Sepidiini,Toktokkus,vialis,Adult,Pitfall,1
2024/03/27 19:03,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,5
2024/04/04 10:06,H15L03,Arachnida,Araneae,Gnaphosidae,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,2
2024/04/09 11:00,P15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 11:00,P15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 11:02,P15L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/09 11:03,P15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 11:07,P15L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 11:07,P15L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 11:09,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,3
2024/04/09 11:09,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/09 11:10,P15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 11:11,P15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 11:40,Q17L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 11:46,Q17L05,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 11:46,Q17L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/09 11:49,Q17L07,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 11:49,Q17L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 11:49,Q17L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 11:50,Q17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 11:50,Q17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 11:51,Q17L04,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,3
2024/04/09 11:51,Q17L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 12:36,D15L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 12:36,D15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 12:36,D15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 12:38,D15L09,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,2
2024/04/09 12:39,D15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,22
2024/04/09 12:39,D15L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 12:40,D15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/09 12:48,D15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 12:48,D15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 13:21,K18L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 13:22,K18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 13:22,K18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 13:24,K18L07,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 13:24,K18L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,2
2024/04/09 13:24,K18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,11
2024/04/09 13:25,K18L06,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,2
2024/04/09 13:27,K18L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 13:28,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,10
2024/04/09 13:28,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 13:30,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 13:30,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 13:30,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/09 13:31,K18L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 13:33,K18L01,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,2
2024/04/09 13:33,K18L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 13:33,K18L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 14:00,H15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 14:03,H15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 14:04,H15L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 14:04,H15L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 14:04,H15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 14:07,H15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 14:07,H15L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 14:09,H15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,9
2024/04/09 14:11,H15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Stenammini,Messor,capensis,Adult,Pitfall,2
2024/04/09 14:13,H15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 14:13,H15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 14:13,H15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Stenammini,Messor,capensis,Adult,Pitfall,2
2024/04/09 14:15,H15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,5
2024/04/09 14:16,H15L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,4
2024/04/09 15:00,P15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 15:01,P15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 15:03,P15L04,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 15:03,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 15:03,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/09 15:05,P15L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 15:07,P15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 15:07,P15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/09 15:09,P15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,5
2024/04/09 15:09,P15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/09 15:12,P15L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 15:43,Q17L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 15:46,Q17L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 15:47,Q17L03,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 15:47,Q17L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 15:48,Q17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 16:31,D15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 16:32,D15L09,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 16:33,D15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 16:33,D15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/09 16:35,D15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/09 16:37,D15L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 17:00,K18L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 17:07,K18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,5
2024/04/09 17:07,K18L08,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/04/09 17:07,K18L08,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 17:08,K18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,5
2024/04/09 17:08,K18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 17:08,K18L07,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 17:08,K18L07,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,2
2024/04/09 17:10,K18L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 17:11,K18L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 17:11,K18L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 17:11,K18L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/09 17:12,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,19
2024/04/09 17:12,K18L04,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 17:13,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 17:13,K18L03,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 17:13,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 17:14,K18L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 17:16,K18L01,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 17:16,K18L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 17:39,H15L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
2024/04/09 17:41,H15L08,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 17:42,H15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/04/09 17:42,H15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 17:45,H15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/04/09 17:47,H15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/09 17:49,H15L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,6
2024/04/09 17:50,H15L01,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 19:00,P15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 19:04,P15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 19:07,P15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,6
2024/04/09 19:07,P15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,3
2024/04/09 19:08,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/09 19:10,P15L03,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 19:51,Q17L06,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 19:54,Q17L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/09 19:56,Q17L03,Insecta,Zygentoma,Lepismatidae,Ctenolepismatinae,Ctenolepismini,Ctenolepisma,sp.1,Adult,Pitfall,1
2024/04/09 19:57,Q17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/09 19:57,Q17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Stenammini,Messor,capensis,Adult,Pitfall,1
2024/04/09 19:59,Q17L01,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 20:51,D15L10,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 20:55,D15L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,8
2024/04/09 20:57,D15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,5
2024/04/09 21:01,D15L05,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/09 21:01,D15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 21:01,D15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/09 21:05,D15L03,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Dignathosis),arcana,Adult,Pitfall,1
2024/04/09 21:28,K18L10,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,2
2024/04/09 21:39,K18L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/09 21:41,K18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,21
2024/04/09 21:43,K18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 21:44,K18L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,15
2024/04/09 21:47,K18L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/09 21:50,K18L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/09 21:52,K18L02,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,2
2024/04/09 21:54,K18L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/09 22:29,H15L08,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/04/09 22:31,H15L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/09 22:34,H15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/09 22:36,H15L04,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/04/09 22:36,H15L04,Insecta,Blattodea,Hodotermitidae,Hodotermitinae,Unidentified,Hodotermes,mossambicus,Adult,Pitfall,1
2024/04/09 22:38,H15L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,3
2024/04/10 07:00,P15L10,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Adelostomini,Eurychora,Unidentified,Adult,Pitfall,1
2024/04/10 07:02,P15L09,Insecta,Hemiptera,Reduviidae,Harpactorinae,Harpactorini,Lopodytes,grassator,Adult,Pitfall,1
2024/04/10 07:06,P15L06,Insecta,Hemiptera,Reduviidae,Harpactorinae,Harpactorini,Lopodytes,grassator,Adult,Pitfall,1
2024/04/10 07:08,P15L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/10 07:09,P15L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/10 07:58,Q17L04,Arachnida,Araneae,Unidentified,Unidentified,Unidentified,Unidentified,Unidentified,Adult,Pitfall,1
2024/04/10 08:52,D15L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/10 08:54,D15L05,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,2
2024/04/10 09:32,K18L08,Insecta,Coleoptera,Carabidae,Harpalinae,Harpalini,Boeomimetes,ephippium,Adult,Pitfall,1
2024/04/10 09:42,K18L01,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/11 07:07,J13L04,Arachnida,Araneae,Ammoxenidae,Unidentified,Unidentified,Ammoxenus,coccineus,Adult,Pitfall,1
2024/04/11 07:07,J13L04,Arachnida,Araneae,Cyrtaucheniidae,Unidentified,Unidentified,Ancylotrypa,Unidentified,Adult,Pitfall,1
2024/04/16 11:00,L17L10,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/16 11:01,L17L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/16 11:03,L17L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,15
2024/04/16 11:03,L17L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,3
2024/04/16 11:05,L17L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,4
2024/04/16 11:05,L17L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/16 11:08,L17L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/16 11:08,L17L03,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,2
2024/04/16 11:08,L17L03,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/16 11:09,L17L04,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,2
2024/04/16 11:09,L17L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/16 11:09,L17L04,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,21
2024/04/16 11:10,L17L02,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,fulvopilosus,Adult,Pitfall,1
2024/04/16 11:10,L17L02,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,9
2024/04/16 11:26,O18L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,1
2024/04/16 11:26,O18L09,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/16 11:28,O18L08,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/16 11:29,O18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Ocymyrmex,cf. barbiger,Adult,Pitfall,2
2024/04/16 11:29,O18L07,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,1
2024/04/16 11:30,O18L06,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotini,Camponotus,maculatus,Adult,Pitfall,1
2024/04/16 11:30,O18L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,6
2024/04/16 11:30,O18L06,Insecta,Hymenoptera,Formicidae,Myrmicinae,Attini,Pheidole,capensis,Adult,Pitfall,1
2024/04/16 11:32,O18L05,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogastrini,Tetramorium,solidum,Adult,Pitfall,2
2024/04/16 11:35,O18L03,Insecta,Coleoptera,Tenebrionidae,Pimeliinae,Zophosini,Zophosis (Heliophosis),subcordata,Adult,Pitfall,1
